symbol,timestamp_ny,session,Open,High,Low,Close,Volume,Dividends,Stock Splits,volume_nonzero
NVDA,2026-09-21T15:00:00-04:00,regular market,227.69000244140625,227.82000732421875,227.22999572753906,227.39500427246094,4492440,0.0,0.0,True
NVDA,2026-09-21T15:30:00-04:00,regular market,227.39999389648438,227.67999267578125,226.94000244140625,227.25,9743315,0.0,0.0,True
NVDA,2026-09-21T16:00:00-04:00,after hours,227.24,227.49,226.298,227.079,0,0.0,0.0,False
NVDA,2026-09-21T16:30:00-04:00,after hours,227.079,227.38,226.82,226.9497,0,0.0,0.0,False
NVDA,2026-09-21T17:00:00-04:00,after hours,226.9497,229.1204,223.1792,227.1465,0,0.0,0.0,False
NVDA,2026-09-21T17:30:00-04:00,after hours,227.1465,227.635,226.8,226.999,0,0.0,0.0,False
NVDA,2026-09-21T18:00:00-04:00,after hours,226.999,227.35,226.96,227.2997,0,0.0,0.0,False
NVDA,2026-09-21T18:30:00-04:00,after hours,227.2997,227.38,227.15,227.269,0,0.0,0.0,False
NVDA,2026-09-21T19:00:00-04:00,after hours,227.269,227.4,227.1,227.178,0,0.0,0.0,False
NVDA,2026-09-21T19:30:00-04:00,after hours,227.178,227.44,227.1,227.2938,0,0.0,0.0,False
NVDA,2026-09-22T04:00:00-04:00,pre-market,226.02,227.528,225.8635,225.9975,0,0.0,0.0,False
NVDA,2026-09-22T04:30:00-04:00,pre-market,226.0,226.85,225.87,226.7872,0,0.0,0.0,False
NVDA,2026-09-22T05:00:00-04:00,pre-market,226.7872,226.878,226.26,226.4672,0,0.0,0.0,False
NVDA,2026-09-22T05:30:00-04:00,pre-market,226.4672,227.38,226.32,227.3282,0,0.0,0.0,False
NVDA,2026-09-22T06:00:00-04:00,pre-market,227.3282,227.4782,226.81,227.2965,0,0.0,0.0,False
NVDA,2026-09-22T06:30:00-04:00,pre-market,227.2965,227.67,227.0222,227.6665,0,0.0,0.0,False
NVDA,2026-09-22T07:00:00-04:00,pre-market,227.6665,227.67,226.81,226.8395,0,0.0,0.0,False
NVDA,2026-09-22T07:30:00-04:00,pre-market,226.8395,227.06,226.652,226.739,0,0.0,0.0,False
NVDA,2026-09-22T08:00:00-04:00,pre-market,226.739,226.9585,226.5,226.9372,0,0.0,0.0,False
NVDA,2026-09-22T08:30:00-04:00,pre-market,226.8327,226.94,226.13,226.268,0,0.0,0.0,False
NVDA,2026-09-22T09:00:00-04:00,pre-market,226.268,226.94,225.5607,226.92,0,0.0,0.0,False
NVDA,2026-09-22T09:30:00-04:00,regular market,226.91000366210938,229.60000610351562,226.5,227.55999755859375,16377031,0.0,0.0,True
NVDA,2026-09-22T10:00:00-04:00,regular market,227.55999755859375,228.5,227.0500030517578,228.22999572753906,7438752,0.0,0.0,True
NVDA,2026-09-22T10:30:00-04:00,regular market,228.22000122070312,228.9199981689453,227.63999938964844,228.27499389648438,5477015,0.0,0.0,True
NVDA,2026-09-22T11:00:00-04:00,regular market,228.30999755859375,229.11000061035156,228.1300048828125,228.81500244140625,5326317,0.0,0.0,True
NVDA,2026-09-22T11:30:00-04:00,regular market,228.80999755859375,228.81689453125,228.16000366210938,228.49000549316406,3514512,0.0,0.0,True
NVDA,2026-09-22T12:00:00-04:00,regular market,228.49000549316406,229.07000732421875,228.30999755859375,228.67999267578125,3072324,0.0,0.0,True
NVDA,2026-09-22T12:30:00-04:00,regular market,228.6750030517578,229.38999938964844,228.59500122070312,229.3699951171875,3400726,0.0,0.0,True
